sku,category,sub_category,brand,product_name,cost_price,mrp,launch_date,is_active
SKU006985,Apparel,Men Topwear,Monsoon Lane,Monsoon Lane Men Topwear Max 984,526.23,838.39,2022-05-28,Y
SKU005830,Books,Children,Verdant,Verdant Children Max 325,1070.12,1591.53,2025-11-25,Y
SKU001062,Sports,Cricket,Palladio,Palladio Cricket Classic 191,231.81,472.15,2023-06-29,Y
SKU007402,Electronics,Mobile Accessories,Northline,Northline Mobile Accessories Pro 637,339.19,528.7,2023-12-07,Y
SKU007304,Personal Care,Bath,Auralis,Auralis Bath Max 815,240.7,530.93,2024-10-18,Y
SKU005158,,Storage Units,Monsoon Lane,Monsoon Lane Storage Units Max 939,1804.55,3979.72,2025-09-03,Y
SKU003034,,Bath,Ficus,Ficus Bath Essential 121,643.85,939.16,2025-08-01,N
SKU008216,,Bags,Copperfield,Copperfield Bags Pro 584,557.68,1024.78,2025-03-12,Y
SKU001433,Accessories,Belts & Wallets,Trailhead,Trailhead Belts & Wallets Premium 147,596.16,892.94,2024-05-12,Y
SKU009487,,Men Topwear,Copperfield,Copperfield Men Topwear Lite 500,244.69,596.92,2022-01-18,Y
SKU004217,Grocery,Staples,Halcyon,Halcyon Staples Lite 352,716.65,1688.87,2022-10-01,Y
SKU000705,Electronics,Wearables,Meraki,Meraki Wearables Premium 239,206.75,349.25,2025-04-09,N
SKU011819,,Fiction,Zenko,Zenko Fiction Premium 986,98.79,155.65,2024-10-20,Y
SKU002983,Personal Care,Bath,Urbanite,Urbanite Bath Everyday 248,361.62,890.0,2023-09-27,Y
SKU008731,Footwear,Sandals,Monsoon Lane,Monsoon Lane Sandals Everyday 647,133.91,201.78,2024-12-31,Y
SKU002309,Grocery,Staples,Monsoon Lane,Monsoon Lane Staples Pro 341,1198.7,2606.83,2024-01-08,Y
SKU005884,Footwear,Formal Shoes,Steelwood,Steelwood Formal Shoes Signature 998,117.67,271.03,2023-05-16,Y
SKU004098,Toys,Outdoor Play,Trailhead,Trailhead Outdoor Play Classic 580,500.94,1291.32,2024-07-01,Y
SKU000609,Electronics,Mobile Accessories,Auralis,Auralis Mobile Accessories Premium 830,226.17,468.86,2025-05-03,Y
SKU002577,Electronics,Mobile Accessories,Ficus,Ficus Mobile Accessories Max 253,206.99,352.92,2022-11-08,Y
SKU008882,,Staples,Copperfield,Copperfield Staples Essential 651,768.92,1376.96,2022-11-06,Y
SKU002373,Apparel,Bottomwear,Rivet,Rivet Bottomwear Lite 398,284.0,555.67,2025-07-09,Y
SKU003618,Grocery,Beverages,Trailhead,Trailhead Beverages Classic 475,431.41,770.4,2023-10-18,N
SKU008871,Electronics,Small Appliances,Halcyon,Halcyon Small Appliances Premium 509,282.57,442.97,2023-05-05,Y
SKU010895,,Beverages,Meraki,Meraki Beverages Essential 418,105.43,159.86,2022-01-29,Y
SKU003129,,Mobile Accessories,Northline,Northline Mobile Accessories Max 577,213.36,299.68,2022-11-13,Y
SKU011898,,Non Fiction,Orenda,Orenda Non Fiction Lite 178,277.49,661.22,2022-11-25,Y
SKU005025,,Sandals,Nimbus,Nimbus Sandals Lite 805,50.64,107.03,2023-11-18,Y
SKU012311,Beauty,Haircare,Steelwood,Steelwood Haircare Signature 340,248.21,400.79,2025-10-01,Y
SKU004481,,Wearables,Steelwood,Steelwood Wearables Max 410,86.61,172.83,2022-11-19,Y
SKU007517,,Beverages,Meraki,Meraki Beverages Essential 525,508.3,874.31,2023-05-10,N
SKU000759,,Seating,Meraki,Meraki Seating Signature 788,325.54,769.89,2024-11-26,Y
SKU009536,Sports,Cycling,Bluecrest,Bluecrest Cycling Everyday 409,621.81,1000.3,2022-12-21,Y
SKU010851,Sports,Yoga,Rivet,Rivet Yoga Classic 328,622.4,1390.41,2024-09-20,Y
SKU005929,Personal Care,Bath,Northline,Northline Bath Everyday 198,213.04,545.36,2025-10-26,Y
SKU011624,,Formal Shoes,Northline,Northline Formal Shoes Signature 976,252.09,563.01,2022-06-25,Y
SKU012441,Grocery,Staples,Auralis,Auralis Staples Signature 673,601.35,1146.39,2025-09-08,Y
SKU002767,,Haircare,Palladio,Palladio Haircare Pro 177,2621.58,4402.65,2022-10-23,Y
SKU011808,Furniture,Tables,Zenko,Zenko Tables Premium 116,462.53,1123.98,2022-02-18,Y
SKU006409,Accessories,Watches,Nimbus,Nimbus Watches Signature 491,675.7,1703.06,2022-03-24,Y
SKU000400,Home & Kitchen,Cookware,Saffron & Co,Saffron & Co Cookware Classic 979,1240.18,2608.43,2022-03-30,N
SKU000931,,Staples,Meraki,Meraki Staples Premium 285,643.93,1671.47,2025-03-02,Y
SKU010560,Personal Care,Health,Palladio,Palladio Health Signature 597,377.47,946.95,2022-10-12,Y
SKU009988,Toys,Board Games,Kite & Key,Kite & Key Board Games Classic 419,188.55,311.21,2023-11-17,Y
SKU000543,,Watches,Kite & Key,Kite & Key Watches Classic 108,488.53,1103.56,2022-12-11,Y
SKU010313,Apparel,Women Topwear,Copperfield,Copperfield Women Topwear Essential 402,275.69,627.85,2023-12-24,Y
SKU012174,Books,Academic,Steelwood,Steelwood Academic Everyday 565,216.39,447.04,2022-03-19,Y
SKU005051,Electronics,Small Appliances,Urbanite,Urbanite Small Appliances Premium 662,283.18,510.3,2023-09-02,Y
SKU002146,Home & Kitchen,Cleaning,Meraki,Meraki Cleaning Classic 406,168.56,280.45,2024-11-06,Y
SKU009150,Books,Children,Steelwood,Steelwood Children Signature 394,181.65,432.48,2025-01-06,Y
SKU001419,,Small Appliances,Rivet,Rivet Small Appliances Premium 846,695.35,1767.76,2024-04-28,Y
SKU004401,Apparel,Women Topwear,Bluecrest,Bluecrest Women Topwear Classic 372,364.21,647.74,2024-12-25,Y
SKU002202,,Wearables,Saffron & Co,Saffron & Co Wearables Everyday 895,448.15,671.25,2024-03-26,Y
SKU005923,,Wearables,Trailhead,Trailhead Wearables Lite 586,132.94,197.14,2025-09-07,Y
SKU002702,,Belts & Wallets,Urbanite,Urbanite Belts & Wallets Everyday 603,714.51,1508.28,2024-03-08,Y
SKU011587,,Bath,Saffron & Co,Saffron & Co Bath Max 628,93.91,184.47,2025-09-12,Y
SKU002240,,Sandals,Northline,Northline Sandals Lite 825,517.54,951.7,2023-07-27,Y
SKU001460,Home & Kitchen,Cookware,Rivet,Rivet Cookware Pro 101,813.13,1700.41,2023-06-22,Y
SKU000368,,Cricket,Kite & Key,Kite & Key Cricket Premium 634,1194.86,2676.98,2023-11-14,Y
SKU001394,,Beverages,Kite & Key,Kite & Key Beverages Pro 970,707.7,1143.4,2023-02-20,N
SKU012167,Beauty,Skincare,Steelwood,Steelwood Skincare Max 471,302.51,518.65,2025-01-12,Y
SKU006963,Footwear,Sandals,Meraki,Meraki Sandals Everyday 708,194.78,418.09,2022-02-26,Y
SKU012461,,Eyewear,Zenko,Zenko Eyewear Lite 391,932.81,1612.88,2022-10-13,Y
SKU008659,,Cleaning,Zenko,Zenko Cleaning Pro 129,217.41,307.06,2024-06-18,Y
SKU003854,,Sports Shoes,Kavira,Kavira Sports Shoes Premium 573,173.55,399.5,2022-05-30,Y
SKU002982,Beauty,Haircare,Verdant,Verdant Haircare Pro 482,154.83,311.39,2025-04-01,Y
SKU005212,Toys,Outdoor Play,Urbanite,Urbanite Outdoor Play Pro 424,334.08,508.01,2025-07-02,Y
SKU003127,,Casual Shoes,Verdant,Verdant Casual Shoes Everyday 599,405.62,682.35,2023-08-09,Y
SKU001671,Accessories,Watches,Urbanite,Urbanite Watches Signature 439,552.67,1214.74,2022-09-05,Y
SKU011906,Apparel,Men Topwear,Palladio,Palladio Men Topwear Essential 198,104.67,182.46,2024-04-27,Y
SKU000064,,Storage,Halcyon,Halcyon Storage Classic 148,164.6,265.44,2024-12-13,Y
SKU004631,,Board Games,Steelwood,Steelwood Board Games Classic 345,183.49,415.03,2022-12-23,Y
SKU005602,Footwear,Sports Shoes,Kite & Key,Kite & Key Sports Shoes Premium 811,633.0,1017.16,2025-02-16,Y
SKU000135,Furniture,Storage Units,Auralis,Auralis Storage Units Everyday 291,1420.71,2381.54,2022-10-21,Y
SKU009973,,Cricket,Urbanite,Urbanite Cricket Everyday 307,65.03,159.96,2024-01-19,Y
SKU011573,,Watches,Steelwood,Steelwood Watches Pro 964,885.13,1428.43,2024-12-29,Y
SKU006147,,Outdoor Play,Meraki,Meraki Outdoor Play Essential 124,442.83,1070.03,2022-07-04,Y
SKU007574,Home & Kitchen,Cookware,Bluecrest,Bluecrest Cookware Signature 750,708.05,1461.55,2024-04-20,Y
SKU004439,Personal Care,Health,Rivet,Rivet Health Signature 966,320.39,636.8,2025-01-05,N
SKU005577,Home & Kitchen,Cleaning,Auralis,Auralis Cleaning Lite 204,537.27,1184.35,2022-06-23,Y
SKU005610,Toys,Learning,Ficus,Ficus Learning Classic 455,477.64,949.17,2023-04-19,Y
SKU012487,Apparel,Winter Wear,Monsoon Lane,Monsoon Lane Winter Wear Lite 257,180.16,343.95,2025-09-16,Y
SKU011523,,Staples,Bluecrest,Bluecrest Staples Max 978,1264.55,2333.91,2022-06-09,Y
SKU004218,Home & Kitchen,Cleaning,Steelwood,Steelwood Cleaning Pro 969,330.31,632.33,2023-11-15,N
SKU000697,Footwear,Sandals,Meraki,Meraki Sandals Signature 687,617.82,1458.81,2022-01-26,Y
SKU000428,Home & Kitchen,Storage,Trailhead,Trailhead Storage Signature 740,126.89,239.34,2024-08-16,Y
SKU007554,,Storage,Urbanite,Urbanite Storage Essential 517,708.27,1569.48,2023-08-15,Y
SKU008421,Books,Academic,Orenda,Orenda Academic Max 559,184.07,379.1,2023-11-16,Y
SKU009681,Personal Care,Grooming,Copperfield,Copperfield Grooming Lite 814,464.01,1184.4,2023-03-22,Y
SKU006679,,Snacks,Palladio,Palladio Snacks Lite 709,253.34,431.56,2025-10-17,Y
SKU009924,Sports,Fitness,Kite & Key,Kite & Key Fitness Premium 507,382.62,973.72,2024-04-20,Y
SKU009020,,Casual Shoes,Northline,Northline Casual Shoes Lite 901,227.38,369.94,2023-08-06,Y
SKU010229,Sports,Yoga,Steelwood,Steelwood Yoga Premium 729,83.08,155.69,2025-08-22,Y
SKU002393,Footwear,Casual Shoes,Kavira,Kavira Casual Shoes Everyday 582,227.72,568.82,2022-10-06,N
SKU005435,Grocery,Snacks,Kite & Key,Kite & Key Snacks Premium 829,862.69,1358.31,2025-06-24,Y
SKU001256,Home & Kitchen,Dining,Zenko,Zenko Dining Premium 504,61.83,107.79,2024-05-15,Y
SKU001898,Sports,Yoga,Bluecrest,Bluecrest Yoga Everyday 882,176.89,304.14,2024-05-17,Y
SKU005936,Furniture,Decor,Copperfield,Copperfield Decor Premium 551,185.16,250.59,2022-06-26,Y
SKU002997,Grocery,Packaged Food,Monsoon Lane,Monsoon Lane Packaged Food Premium 405,323.09,737.58,2025-06-10,Y
SKU008850,Footwear,Sports Shoes,Nimbus,Nimbus Sports Shoes Classic 994,351.24,857.51,2025-07-30,Y
SKU010881,Grocery,Packaged Food,Palladio,Palladio Packaged Food Pro 103,380.34,706.37,2023-07-04,Y
SKU000677,Toys,Learning,Northline,Northline Learning Max 914,108.6,175.43,2022-11-09,Y
SKU004111,,Eyewear,Orenda,Orenda Eyewear Lite 678,383.47,801.43,2025-11-01,Y
SKU004093,,Soft Toys,Auralis,Auralis Soft Toys Max 596,350.86,493.41,2025-09-15,Y
SKU010898,Toys,Board Games,Kite & Key,Kite & Key Board Games Essential 673,1233.55,1677.8,2023-09-14,Y
SKU007499,Personal Care,Health,Ficus,Ficus Health Lite 187,636.09,911.48,2023-07-17,Y
SKU006250,,Health,Trailhead,Trailhead Health Premium 146,720.13,1032.45,2023-03-26,Y
SKU010412,,Bags,Zenko,Zenko Bags Classic 601,239.74,610.99,2023-03-13,Y
SKU010543,Beauty,Fragrance,Kavira,Kavira Fragrance Lite 317,412.75,775.6,2025-11-01,Y
SKU008830,Electronics,Wearables,Auralis,Auralis Wearables Essential 524,130.28,178.46,2025-06-30,Y
SKU006747,Accessories,Watches,Urbanite,Urbanite Watches Everyday 167,433.2,592.13,2022-10-22,Y
SKU008077,Sports,Cricket,Auralis,Auralis Cricket Pro 740,562.93,1010.17,2023-12-29,Y
SKU006743,Books,Academic,Meraki,Meraki Academic Max 604,305.43,598.38,2023-07-08,Y
SKU004666,Accessories,Watches,Kite & Key,Kite & Key Watches Everyday 360,861.59,2201.94,2022-05-02,Y
SKU009705,Apparel,Winter Wear,Northline,Northline Winter Wear Everyday 823,254.01,446.21,2022-02-23,Y
SKU006841,Personal Care,Oral Care,Trailhead,Trailhead Oral Care Everyday 333,86.59,150.21,2023-09-02,Y
SKU006082,Furniture,Storage Units,Northline,Northline Storage Units Signature 384,586.95,1130.12,2022-03-09,Y
SKU005817,,Small Appliances,Orenda,Orenda Small Appliances Everyday 124,149.32,384.43,2023-07-18,Y
SKU003131,Electronics,Mobile Accessories,Trailhead,Trailhead Mobile Accessories Premium 575,78.94,164.7,2023-08-24,Y
SKU004899,Personal Care,Health,Nimbus,Nimbus Health Max 414,203.74,293.73,2025-01-26,Y
SKU002451,,Cookware,Meraki,Meraki Cookware Lite 277,715.19,1070.43,2025-03-15,Y
SKU001951,,Snacks,Meraki,Meraki Snacks Premium 915,132.31,278.75,2022-09-13,Y
SKU008098,Furniture,Storage Units,Trailhead,Trailhead Storage Units Essential 618,55.49,92.38,2023-12-01,Y
SKU005461,,Wearables,Northline,Northline Wearables Everyday 480,476.9,1095.32,2022-12-21,Y
SKU010195,Accessories,Bags,Auralis,Auralis Bags Classic 989,327.71,534.86,2022-04-11,Y
SKU004032,Home & Kitchen,Cleaning,Urbanite,Urbanite Cleaning Classic 705,305.18,244.14,2025-05-11,Y
SKU005668,Accessories,Bags,Verdant,Verdant Bags Everyday 928,141.65,333.58,2022-05-04,Y
SKU003653,Accessories,Watches,Kite & Key,Kite & Key Watches Classic 812,406.78,797.11,2022-02-18,Y
SKU003596,Toys,Board Games,Steelwood,Steelwood Board Games Classic 344,104.52,209.64,2024-11-23,Y
SKU011272,Personal Care,Grooming,Verdant,Verdant Grooming Classic 373,283.27,698.23,2025-10-08,Y
SKU011090,Sports,Cycling,Saffron & Co,Saffron & Co Cycling Max 239,216.45,445.25,2023-08-11,Y
SKU004585,,Dining,Halcyon,Halcyon Dining Classic 657,393.29,681.28,2023-06-08,Y
SKU003699,Sports,Fitness,Northline,Northline Fitness Pro 964,145.46,206.77,2025-06-24,Y
SKU000741,Furniture,Seating,Rivet,Rivet Seating Everyday 252,363.54,722.55,2023-09-08,Y
SKU000001,Apparel,Winter Wear,Steelwood,Steelwood Winter Wear Classic 183,143.64,291.67,2023-12-12,Y
SKU002454,Toys,Board Games,Halcyon,Halcyon Board Games Signature 817,145.06,266.49,2025-10-17,Y
SKU006880,,Women Topwear,Meraki,Meraki Women Topwear Max 448,312.01,525.45,2022-02-25,Y
SKU006311,Furniture,Decor,Northline,Northline Decor Signature 913,51.12,123.83,2025-11-19,Y
SKU004563,Apparel,Women Topwear,Halcyon,Halcyon Women Topwear Lite 583,827.64,2021.79,2022-01-14,Y
SKU008095,,Storage,Ficus,Ficus Storage Pro 197,89.0,213.08,2023-12-13,Y
SKU009384,Accessories,Eyewear,Rivet,Rivet Eyewear Lite 328,610.83,1575.8,2025-10-10,Y
SKU002326,Personal Care,Grooming,Copperfield,Copperfield Grooming Everyday 201,263.06,533.74,2024-04-08,Y
SKU008172,,Packaged Food,Verdant,Verdant Packaged Food Lite 902,596.31,1009.91,2025-04-25,Y
SKU009821,Books,Children,Halcyon,Halcyon Children Max 712,250.76,637.0,2024-03-15,Y
SKU009122,Personal Care,Oral Care,Copperfield,Copperfield Oral Care Signature 778,1433.7,3687.98,2024-10-31,N
SKU009934,,Women Topwear,Bluecrest,Bluecrest Women Topwear Classic 949,138.4,308.28,2022-03-04,Y
SKU007799,Footwear,Formal Shoes,Verdant,Verdant Formal Shoes Essential 798,438.42,915.21,2022-07-11,N
SKU004300,Personal Care,Grooming,Monsoon Lane,Monsoon Lane Grooming Classic 727,185.38,358.34,2022-06-26,Y
SKU003280,Beauty,Fragrance,Kite & Key,Kite & Key Fragrance Premium 838,395.39,917.57,2025-05-25,Y
SKU010520,Personal Care,Oral Care,Saffron & Co,Saffron & Co Oral Care Max 546,250.99,503.8,2024-02-23,Y
SKU008628,Books,Fiction,Rivet,Rivet Fiction Max 628,234.77,449.17,2025-12-04,Y
SKU004721,Personal Care,Oral Care,Northline,Northline Oral Care Pro 780,158.76,401.48,2024-03-16,Y
SKU003985,Apparel,Winter Wear,Rivet,Rivet Winter Wear Max 759,2871.71,4836.77,2022-10-25,Y
SKU012472,,Cookware,Monsoon Lane,Monsoon Lane Cookware Essential 915,413.58,1014.11,2022-03-19,Y
SKU006379,Beauty,Makeup,Urbanite,Urbanite Makeup Max 119,886.44,1871.18,2022-08-07,Y
SKU004289,Grocery,Snacks,Nimbus,Nimbus Snacks Lite 683,235.55,318.43,2025-04-02,Y
SKU001946,Sports,Yoga,Nimbus,Nimbus Yoga Max 321,1423.99,3434.28,2024-08-17,Y
SKU005712,Apparel,Men Topwear,Trailhead,Trailhead Men Topwear Max 779,541.67,893.39,2025-09-05,Y
SKU004085,Footwear,Sandals,Auralis,Auralis Sandals Max 198,575.0,816.69,2024-11-18,Y
SKU007616,Beauty,Skincare,Bluecrest,Bluecrest Skincare Signature 448,267.53,447.77,2023-07-17,Y
SKU010956,,Eyewear,Kavira,Kavira Eyewear Everyday 202,707.26,1509.29,2025-12-11,Y
SKU005016,,Women Topwear,Northline,Northline Women Topwear Essential 435,75.0,134.69,2022-08-27,Y
SKU008249,Personal Care,Bath,Kavira,Kavira Bath Max 776,950.59,2106.25,2024-04-28,Y
SKU007092,,Wearables,Kite & Key,Kite & Key Wearables Premium 509,787.7,1902.67,2023-09-09,Y
SKU006292,Footwear,Sandals,Trailhead,Trailhead Sandals Lite 424,935.43,1453.53,2023-07-23,Y
SKU009968,,Wearables,Steelwood,Steelwood Wearables Signature 494,86.58,175.2,2025-02-20,Y
SKU004890,Accessories,Bags,Copperfield,Copperfield Bags Pro 617,591.93,1272.33,2025-07-02,Y
SKU003853,Toys,Outdoor Play,Palladio,Palladio Outdoor Play Max 882,359.55,559.53,2024-05-11,Y
SKU004421,,Cricket,Northline,Northline Cricket Lite 449,833.99,1770.49,2024-01-24,Y
SKU005363,Personal Care,Bath,Nimbus,Nimbus Bath Max 234,582.53,1490.95,2024-01-03,Y
SKU000217,Sports,Cycling,Orenda,Orenda Cycling Everyday 847,518.08,1076.13,2023-01-28,Y
SKU004722,Footwear,Casual Shoes,Meraki,Meraki Casual Shoes Everyday 893,234.73,331.22,2022-03-05,Y
SKU008052,Apparel,Women Topwear,Palladio,Palladio Women Topwear Pro 557,404.63,894.13,2025-06-13,Y
SKU002317,Apparel,Winter Wear,Northline,Northline Winter Wear Classic 132,1244.68,2009.17,2024-02-17,Y
SKU005026,Sports,Yoga,Halcyon,Halcyon Yoga Classic 638,328.0,848.6,2023-03-31,Y
SKU004420,Furniture,Decor,Nimbus,Nimbus Decor Signature 956,127.35,253.12,2023-03-15,N
SKU000922,Sports,Yoga,Urbanite,Urbanite Yoga Premium 666,1002.02,2510.1,2024-12-03,Y
SKU000867,Electronics,Audio,Kite & Key,Kite & Key Audio Pro 357,164.19,301.34,2023-06-08,Y
SKU011950,Home & Kitchen,Cleaning,Verdant,Verdant Cleaning Classic 303,263.66,591.56,2025-04-30,Y
SKU000044,Apparel,Ethnic Wear,Halcyon,Halcyon Ethnic Wear Premium 600,469.86,1089.27,2025-03-01,Y
SKU000018,Beauty,Haircare,Monsoon Lane,Monsoon Lane Haircare Essential 888,565.8,887.78,2026-01-14,Y
SKU005454,,Skincare,Saffron & Co,Saffron & Co Skincare Max 464,500.27,1073.6,2025-05-09,Y
SKU007096,Sports,Fitness,Verdant,Verdant Fitness Classic 262,202.07,458.49,2025-07-10,Y
SKU001884,Sports,Cycling,Urbanite,Urbanite Cycling Essential 455,942.14,2315.67,2022-09-29,Y
SKU002304,Home & Kitchen,Cleaning,Halcyon,Halcyon Cleaning Essential 515,1268.86,2249.71,2025-12-27,Y
SKU008347,,Staples,Monsoon Lane,Monsoon Lane Staples Everyday 487,531.4,1362.1,2022-10-28,Y
SKU007439,Home & Kitchen,Cleaning,Bluecrest,Bluecrest Cleaning Essential 217,192.46,356.46,2023-07-17,Y
SKU012173,Furniture,Storage Units,Northline,Northline Storage Units Signature 174,242.65,459.85,2024-01-06,Y
SKU010461,Beauty,Makeup,Ficus,Ficus Makeup Essential 916,66.97,126.57,2023-09-30,Y
SKU010800,Footwear,Casual Shoes,Bluecrest,Bluecrest Casual Shoes Signature 407,116.91,182.03,2024-03-31,Y
SKU010573,Furniture,Decor,Copperfield,Copperfield Decor Lite 890,205.58,390.01,2025-03-04,Y
SKU010791,Grocery,Snacks,Auralis,Auralis Snacks Pro 626,650.61,1635.15,2022-10-20,Y
SKU011773,Furniture,Storage Units,Steelwood,Steelwood Storage Units Essential 258,762.64,1877.68,2023-07-25,Y
SKU002021,,Small Appliances,Steelwood,Steelwood Small Appliances Essential 544,209.02,429.48,2024-05-18,N
SKU003572,Beauty,Haircare,Copperfield,Copperfield Haircare Everyday 956,236.53,353.57,2025-05-31,Y
SKU007069,Books,Non Fiction,Orenda,Orenda Non Fiction Premium 497,464.94,648.9,2023-07-29,Y
SKU008930,Books,Non Fiction,Zenko,Zenko Non Fiction Everyday 188,1109.4,2642.14,2022-06-03,Y
SKU006871,,Haircare,Zenko,Zenko Haircare Premium 486,465.11,1203.42,2023-02-22,Y
SKU010030,Footwear,Casual Shoes,Northline,Northline Casual Shoes Pro 138,285.15,624.72,2024-05-15,Y
SKU004914,Electronics,Mobile Accessories,Trailhead,Trailhead Mobile Accessories Classic 637,1229.33,2894.14,2025-10-04,Y
SKU003602,,Learning,Ficus,Ficus Learning Premium 307,386.56,831.75,2024-12-27,Y
SKU005903,,Board Games,Rivet,Rivet Board Games Pro 631,246.39,553.42,2022-02-02,Y
SKU009886,Grocery,Staples,Halcyon,Halcyon Staples Everyday 192,174.29,288.53,2025-10-30,Y
SKU000796,Toys,Soft Toys,Urbanite,Urbanite Soft Toys Everyday 293,161.66,377.9,2023-11-03,Y
SKU003488,,Bottomwear,Zenko,Zenko Bottomwear Premium 852,264.73,557.89,2023-11-13,Y
SKU011655,Footwear,Sports Shoes,Kavira,Kavira Sports Shoes Signature 846,1145.0,2032.5,2023-05-11,Y
SKU004195,Sports,Yoga,Orenda,Orenda Yoga Pro 427,192.15,460.25,2025-04-17,Y
SKU008258,,Non Fiction,Palladio,Palladio Non Fiction Classic 400,514.77,1168.82,2023-11-11,Y
SKU012138,,Cricket,Auralis,Auralis Cricket Premium 801,309.54,730.9,2025-08-11,Y
SKU000260,Footwear,Formal Shoes,Monsoon Lane,Monsoon Lane Formal Shoes Classic 939,748.85,1757.91,2023-04-07,Y
SKU003078,Footwear,Formal Shoes,Meraki,Meraki Formal Shoes Pro 222,394.44,819.18,2024-03-26,Y
SKU007064,,Women Topwear,Monsoon Lane,Monsoon Lane Women Topwear Pro 996,284.2,542.37,2023-03-26,Y
SKU007212,,Skincare,Zenko,Zenko Skincare Signature 168,488.1,1104.52,2025-04-11,Y
SKU012363,Footwear,Formal Shoes,Kite & Key,Kite & Key Formal Shoes Signature 446,1016.42,1514.59,2022-06-15,Y
SKU005285,,Ethnic Wear,Copperfield,Copperfield Ethnic Wear Essential 459,32.02,66.22,2022-08-27,Y
SKU000533,Apparel,Men Topwear,Orenda,Orenda Men Topwear Lite 490,264.99,211.99,2024-10-09,Y
SKU004050,Beauty,Skincare,Zenko,Zenko Skincare Premium 870,362.34,592.26,2025-04-19,N
SKU005439,,Sports Shoes,Auralis,Auralis Sports Shoes Everyday 761,347.69,711.72,2025-09-26,Y
SKU008914,Electronics,Small Appliances,Bluecrest,Bluecrest Small Appliances Lite 961,459.82,1035.98,2022-07-03,N
SKU010813,Books,Academic,Nimbus,Nimbus Academic Everyday 106,671.42,1639.08,2024-08-12,Y
SKU011439,Electronics,Audio,Bluecrest,Bluecrest Audio Essential 494,161.27,228.42,2023-10-01,Y
SKU008248,Footwear,Casual Shoes,Copperfield,Copperfield Casual Shoes Lite 813,286.61,533.9,2024-10-10,Y
SKU010663,,Casual Shoes,Palladio,Palladio Casual Shoes Pro 540,604.2,1368.03,2024-07-04,Y
SKU011863,Accessories,Watches,Ficus,Ficus Watches Max 687,1913.17,2941.24,2024-05-17,Y
SKU012352,,Health,Trailhead,Trailhead Health Lite 148,591.66,1152.03,2024-04-01,Y
SKU008397,Books,Non Fiction,Saffron & Co,Saffron & Co Non Fiction Lite 509,145.47,250.62,2024-04-11,Y
SKU007303,Personal Care,Grooming,Orenda,Orenda Grooming Signature 380,141.86,223.43,2022-12-14,N
SKU000684,,Eyewear,Urbanite,Urbanite Eyewear Lite 153,863.65,690.92,2024-12-26,Y
SKU008611,Grocery,Snacks,Saffron & Co,Saffron & Co Snacks Premium 819,449.39,1104.15,2022-01-23,Y
SKU003049,Accessories,Watches,Kavira,Kavira Watches Lite 880,871.14,1810.93,2022-07-05,Y
SKU007338,Personal Care,Bath,Kite & Key,Kite & Key Bath Classic 274,811.99,2002.21,2023-12-07,Y
SKU004903,Books,Children,Monsoon Lane,Monsoon Lane Children Pro 161,402.49,566.7,2024-03-15,Y
SKU000578,Electronics,Mobile Accessories,Copperfield,Copperfield Mobile Accessories Lite 372,255.37,568.44,2024-12-18,Y
SKU011642,Accessories,Belts & Wallets,Halcyon,Halcyon Belts & Wallets Signature 966,341.8,496.86,2023-03-05,Y
SKU003470,Home & Kitchen,Cleaning,Bluecrest,Bluecrest Cleaning Everyday 572,962.48,2480.26,2025-03-17,Y
SKU006422,Books,Academic,Urbanite,Urbanite Academic Classic 318,1082.64,2723.23,2023-05-14,Y
SKU010418,Personal Care,Bath,Saffron & Co,Saffron & Co Bath Essential 639,1084.35,2727.85,2024-12-17,Y
SKU003636,Toys,Learning,Ficus,Ficus Learning Everyday 209,89.98,227.68,2025-04-19,Y
SKU007583,,Packaged Food,Rivet,Rivet Packaged Food Pro 599,260.84,517.4,2024-11-21,Y
SKU002291,Sports,Yoga,Copperfield,Copperfield Yoga Signature 252,1330.61,3416.57,2024-08-08,Y
SKU004360,Beauty,Haircare,Palladio,Palladio Haircare Lite 784,237.49,467.42,2022-02-26,Y
SKU007842,,Audio,Meraki,Meraki Audio Everyday 845,578.51,1396.8,2024-12-09,Y
SKU009823,,Bags,Palladio,Palladio Bags Everyday 891,760.1,1521.24,2023-02-20,Y
SKU000762,Electronics,Small Appliances,Verdant,Verdant Small Appliances Signature 879,488.68,1245.73,2025-06-02,Y
SKU011855,,Cricket,Verdant,Verdant Cricket Signature 182,232.89,354.03,2024-07-16,Y
SKU007384,Grocery,Snacks,Steelwood,Steelwood Snacks Signature 968,945.7,1813.94,2024-11-26,Y
SKU000797,Grocery,Beverages,Monsoon Lane,Monsoon Lane Beverages Premium 270,411.0,619.15,2025-01-17,Y
SKU008820,Sports,Fitness,Kite & Key,Kite & Key Fitness Pro 631,988.54,2446.5,2025-09-13,Y
SKU010952,Beauty,Fragrance,Kite & Key,Kite & Key Fragrance Premium 667,186.0,298.16,2025-01-26,Y
SKU004680,,Decor,Kavira,Kavira Decor Everyday 240,442.35,759.38,2022-04-21,Y
SKU004852,Footwear,Formal Shoes,Nimbus,Nimbus Formal Shoes Essential 130,432.53,621.51,2024-10-02,Y
SKU010062,,Skincare,Ficus,Ficus Skincare Lite 110,254.31,459.78,2025-10-23,Y
SKU007647,,Board Games,Northline,Northline Board Games Essential 795,731.4,1692.92,2024-01-12,Y
SKU011240,,Mobile Accessories,Orenda,Orenda Mobile Accessories Pro 669,368.03,855.33,2023-04-03,Y
